gene position
Solyc08g082210.2.1 65055992.5
Solyc08g082220.1.1 65070360.5
Solyc08g082230.2.1 65076047.5
Solyc08g082240.1.1 65079742.5
Solyc08g082250.2.1 65096304
Solyc08g082260.1.1 65100458.5
Solyc08g082270.2.1 65110943
Solyc08g082280.2.1 65118835
Solyc08g082290.2.1 65129086
Solyc08g082300.2.1 65136805.5
Solyc08g082310.2.1 65143291
Solyc08g082320.2.1 65152495.5
Solyc08g082330.2.1 65157415
Solyc08g082340.2.1 65162271.5
Solyc08g082350.2.1 65180772
Solyc08g082360.1.1 65186432.5
Solyc08g082370.1.1 65197778
Solyc08g082380.1.1 65209111
Solyc08g082390.2.1 65214538.5
Solyc08g082400.1.1 65217475
Solyc08g082410.2.1 65225502
Solyc08g082420.2.1 65235129
Solyc08g082430.2.1 65239753.5
Solyc08g082440.2.1 65250728.5
Solyc08g082450.2.1 65257756
Solyc08g082460.2.1 65261087.5
Solyc08g082470.1.1 65264387.5
Solyc08g082480.2.1 65267242
Solyc08g082490.1.1 65270769
Solyc08g082500.1.1 65274130.5
Solyc08g082510.1.1 65278616
Solyc08g082520.1.1 65284006
Solyc08g082530.2.1 65289184
Solyc08g082540.2.1 65295887
Solyc08g082550.1.1 65304092.5
Solyc08g082560.2.1 65309356
Solyc08g082570.2.1 65313735
Solyc08g082580.2.1 65316926
Solyc08g082590.2.1 65321135.5
Solyc08g082600.1.1 65323078.5
Solyc08g082610.2.1 65330480.5
Solyc08g082620.2.1 65340349.5
Solyc08g082630.2.1 65363674
Solyc08g082640.2.1 65373039.5
Solyc08g082650.2.1 65376939
Solyc08g082660.2.1 65379704
Solyc08g082670.2.1 65383863
Solyc08g082680.2.1 65387459.5
Solyc08g082690.2.1 65392939.5
Solyc08g082700.2.1 65404947
Solyc08g082710.2.1 65411790
Solyc08g082720.2.1 65419046
Solyc08g082730.2.1 65427747.5
Solyc08g082740.2.1 65433870.5
Solyc08g082750.2.1 65449524
Solyc08g082760.2.1 65457836
Solyc08g082770.2.1 65462360
Solyc08g082780.1.1 65475567.5
Solyc08g082790.2.1 65477231.5
Solyc08g082800.2.1 65478780
Solyc08g082810.2.1 65482913.5
Solyc08g082820.2.1 65491448
Solyc08g082830.2.1 65498400
Solyc08g082840.1.1 65506681
Solyc08g082850.2.1 65514686.5
Solyc08g082860.2.1 65523704.5
Solyc08g082870.2.1 65536063
Solyc08g082880.2.1 65542100.5
Solyc08g082890.2.1 65546414.5
Solyc08g082900.2.1 65553594.5
Solyc08g082910.1.1 65567512.5
Solyc08g082920.2.1 65573758
Solyc08g082930.1.1 65586451
Solyc08g082940.2.1 65589326
Solyc08g082950.2.1 65594369.5
Solyc08g082960.2.1 65598735
Solyc08g082970.2.1 65602911.5
Solyc08g082980.2.1 65607637.5
Solyc08g082990.2.1 65612471
Solyc08g083000.1.1 65614774.5
Solyc08g083010.2.1 65616911
Solyc08g083020.2.1 65619886
Solyc08g083030.2.1 65623025
Solyc08g083040.2.1 65630042
Solyc08g083050.1.1 65636495
Solyc08g083060.2.1 65643972.5
Solyc08g083070.2.1 65651436.5
Solyc08g083080.2.1 65659033
Solyc08g083090.1.1 65660059
Solyc08g083100.1.1 65662221.5
Solyc08g083110.2.1 65672016.5
Solyc08g083120.2.1 65675894
Solyc08g083130.2.1 65677708.5
Solyc08g083140.2.1 65685360.5
Solyc08g083150.1.1 65694711.5
Solyc08g083170.1.1 65712813.5
Solyc08g083190.2.1 65724908.5
Solyc08g083200.2.1 65741213
Solyc08g083210.2.1 65746780
Solyc08g083220.1.1 65749967
Solyc08g083230.1.1 65754680.5
Solyc08g083240.2.1 65758403.5
Solyc08g083250.2.1 65766034.5
Solyc08g083260.2.1 65771614
Solyc08g083270.1.1 65776305.5
Solyc08g083280.2.1 65784962.5
Solyc08g083290.2.1 65797943
Solyc08g083300.2.1 65808895.5
Solyc08g083310.2.1 65814514.5
Solyc08g083320.2.1 65817389
Solyc08g083330.2.1 65822687
Solyc08g083340.1.1 65826816
Solyc08g083350.2.1 65828966.5
Solyc08g083360.2.1 65831155.5
Solyc08g083370.2.1 65833357.5
Solyc08g083380.2.1 65835748.5
Solyc08g083390.1.1 65856035
Solyc08g083400.2.1 65860995.5
